"h10_g3","h10_g4","h10_g10","h10_g11","h10_eco9","h10_reg7","p1002_8aq1"
2,1965,1,1,,4,
1,1963,1,1,,4,
2,1989,5,2,,4,
2,1958,1,2,952,4,
1,1959,1,2,,4,
2,1993,5,2,999,4,
1,1996,5,2,,4,
1,1966,1,2,910,4,
2,1967,1,2,,4,
2,1995,5,2,,4,
1,1997,0,2,,4,
2,2003,0,2,,4,
2,1946,2,1,,4,
1,1974,1,2,,4,
2,1977,1,2,,4,
1,2005,0,1,,4,
2,1978,5,1,,4,
1,1957,1,1,774,4,510
2,1961,1,1,611,4,
1,1937,1,1,611,4,
2,1944,1,1,611,4,
2,1940,2,2,,4,
2,1939,3,1,,4,
1,1937,1,2,,4,
2,1943,1,2,,4,
1,1943,1,1,,4,
2,1951,1,1,,4,
1,1936,1,2,,4,
2,1935,1,2,611,4,
1,1944,1,1,611,4,
2,1955,1,1,611,4,
1,1937,1,1,611,4,
2,1937,1,1,611,4,
1,1951,1,1,,4,
2,1961,1,1,722,4,10
1,1948,1,1,611,4,
2,1949,1,1,611,4,
1,1979,5,1,780,3,478
1,1939,1,1,611,4,
2,1942,1,1,,4,
2,1935,2,1,,4,
1,1972,1,2,799,4,285.3
2,1986,5,1,930,4,258.4
2,1990,1,2,930,4,107
2,2011,0,2,,4,
1,1985,5,1,411,4,200
1,1940,1,1,,4,
2,1943,1,1,611,4,
1,1970,3,1,922,4,131.7
2,1978,5,1,,4,
1,1963,1,2,510,4,210
2,1970,1,2,,4,
1,1996,5,2,,4,
1,1997,0,2,,4,
1,1960,1,2,855,4,250
1,1991,5,2,864,4,110
2,1938,2,2,,2,
2,1977,1,2,855,4,70
1,2007,0,2,,4,
1,1937,1,1,611,4,
2,1943,1,1,611,4,
1,1968,1,1,312,4,541.7
2,1969,1,1,432,4,83.3
1,1997,0,1,,4,
2,2002,0,1,,4,
1,1961,1,1,822,4,
2,1965,1,1,822,4,
1,1993,5,1,,4,
1,1950,1,1,152,4,
2,1955,1,1,152,4,
1,1981,5,1,510,4,200
1,1970,1,2,312,4,609
2,1976,1,2,313,4,192.3
1,2001,0,2,,4,
1,2003,0,2,,4,
2,2007,0,2,,4,
1,1964,1,2,510,4,
2,1967,1,2,521,4,
2,1991,5,2,,4,
1,1996,5,2,,4,
1,1967,1,2,132,4,916.7
2,1967,1,2,,4,
1,1993,5,2,,4,
1,1997,0,2,,4,
2,1935,2,2,,4,
2,1949,2,1,,4,
2,1971,5,2,,4,
2,1949,2,2,,4,
2,1951,2,1,,4,
1,1977,5,1,910,4,212
1,1977,1,2,521,4,
2,1978,1,2,521,4,
2,2003,0,2,,4,
2,2009,0,2,,4,
2,1939,3,2,,4,
1,1965,5,2,,4,
1,1959,1,1,873,4,
2,1961,1,1,441,4,76
2,1986,5,1,392,4,142
1,1987,5,1,313,4,177
1,1963,1,1,239,4,605.3
2,1968,1,1,,4,
1,1995,5,1,,4,
1,1971,1,2,873,4,
2,1971,1,2,,4,
2,1996,5,2,,4,
2,2000,0,2,,4,
2,1947,2,1,,4,
1,1975,1,2,922,4,179
2,2011,0,2,,4,
2,1978,1,2,,4,
2,2010,0,2,,4,
1,2012,0,2,,4,
1,1955,1,1,530,4,
2,1960,1,1,530,4,
2,1980,1,1,,4,
2,1983,1,1,,4,
1,1974,1,1,312,4,373.3
2,2009,0,1,,4,
1,1979,1,1,854,4,273.6
2,2014,0,1,,4,
1,1965,5,2,,4,
1,1927,1,1,,4,
2,1936,1,1,,4,
2,1967,3,1,521,4,90
2,1995,5,2,521,4,110
1,1949,1,2,611,4,
2,1952,1,2,611,4,
1,1997,0,2,,4,
2,1981,1,2,,3,
1,1980,1,2,312,3,230
2,1988,5,2,,4,
2,1995,5,2,,4,
2,2004,0,2,,4,
2,1962,3,1,,4,
2,1961,2,2,441,4,165
2,1986,5,2,313,4,174.5
2,1989,5,2,312,4,207.5
1,1991,5,2,,4,
2,1935,2,1,,4,
1,1931,1,2,,4,
2,1937,1,2,,4,
1,1943,1,2,,4,
2,1949,1,2,,4,
1,1976,5,2,864,4,212
1,1959,1,2,521,4,337
2,1964,1,2,,4,
1,1988,5,2,,4,
1,1973,1,2,741,4,222
2,1993,1,2,930,4,130
2,1931,2,1,941,4,20
1,1982,1,1,330,4,210
2,1982,1,1,252,4,170
2,2010,0,1,,4,
1,2011,0,1,,4,
2,2014,0,1,,4,
1,1960,1,2,863,4,202
2,1967,1,1,,4,
1,1947,1,2,921,4,219.3
2,1954,1,1,,4,
2,1980,1,1,,3,
1,1978,5,1,799,2,292
1,1980,1,1,312,3,230.4
2,2011,0,1,,3,
1,1967,1,2,921,4,160
2,1976,1,2,399,4,153
1,2000,0,2,,4,
2,2004,0,2,,4,
1,1965,1,1,772,4,
2,1965,1,1,441,4,170
2,1993,5,1,710,4,200
1,1994,5,1,,4,
2,1931,2,1,,4,
1,1959,3,2,953,4,86
2,1959,3,1,,4,
1,1953,1,2,999,4,
2,1960,1,2,,4,
1,1960,1,2,772,4,
2,1964,1,2,,4,
1,1986,5,2,312,4,250
2,1988,5,2,,4,
1,1967,3,2,772,4,99
2,1988,5,2,441,4,207
2,1990,5,2,243,4,210
2,1995,5,2,,4,
2,1938,3,1,,4,
2,1969,3,2,,4,
2,1964,4,1,247,4,90
2,1990,5,1,,4,
2,1992,5,1,,4,
1,1994,5,1,,4,
1,1960,1,1,751,4,212
2,1967,1,1,771,4,
2,1986,5,2,863,4,503
1,1997,0,1,,4,
1,1946,3,2,873,4,80
2,1957,3,1,952,4,93
2,1982,1,1,399,4,200
1,1979,1,1,753,4,200
2,2013,0,1,,4,
1,1971,1,1,149,4,
2,1973,1,1,259,4,150
1,2004,0,1,,4,
2,2006,0,1,,4,
2,1965,3,2,442,4,194.5
1,1991,5,2,320,4,170
1,1992,5,2,930,4,170
1,1968,1,2,741,4,265.3
2,1968,1,2,941,4,153
1,1992,5,2,,4,
1,1997,0,2,,4,
1,1952,1,1,314,4,165
2,1954,1,1,,4,
1,1978,1,2,312,2,521.7
2,1981,1,2,,4,
2,1978,1,2,,2,
1,1980,1,2,312,4,373.3
2,2010,0,2,,2,
2,2011,0,2,,2,
1,2012,0,2,,4,
1,2014,0,2,,2,
1,1936,1,1,,4,
2,1940,1,1,,4,
1,1951,1,1,930,4,134.5
2,1959,1,1,999,4,35.8
2,1946,2,2,941,4,20
1,1975,5,2,313,4,385
2,1958,2,2,,4,
2,1979,3,2,952,4,159
2,2001,0,2,,4,
2,2004,0,2,,4,
1,1960,1,1,762,4,415
2,1959,1,1,952,4,113.7
2,1989,5,1,254,4,80
1,1938,1,1,,4,
2,1943,1,1,,4,
2,1996,5,2,,4,
1,1997,0,2,,4,
1,1944,1,1,611,4,
2,1949,1,1,611,4,
1,1939,1,1,274,4,
2,1945,1,1,,4,
2,1974,5,1,,4,
2,1976,5,1,399,4,109.1
1,1953,3,2,611,4,
2,1943,2,1,611,4,
1,1976,1,2,999,4,267.2
2,1981,1,2,,4,
2,2011,0,2,,4,
2,2013,0,2,,4,
2,1950,2,1,930,4,120
1,1973,1,2,,4,
2,1979,1,2,799,4,236.2
2,2003,0,2,,4,
2,1948,2,1,,4,
1,1969,5,2,,4,
1,2009,0,2,,4,
1,1954,1,1,611,4,
2,1959,1,1,442,4,94.8
1,1984,5,2,930,4,271.9
1,1927,1,1,611,4,
2,1935,1,1,611,4,
1,1922,2,2,,4,
1,1935,1,2,611,4,
2,1939,1,2,611,4,
2,1936,2,2,,4,
1,1930,1,2,,4,
2,1932,1,2,,4,
1,1960,3,1,,4,
2,1926,2,1,,4,
1,1935,1,2,611,4,
2,1935,1,2,611,4,
2,1935,2,2,,4,
1,1942,1,2,,2,
2,1950,1,2,,2,
1,1958,1,1,132,4,667
2,1961,1,1,,4,
2,1990,5,1,247,4,150
2,1992,5,1,,4,
1,1967,1,2,311,4,472.5
2,1965,1,2,930,4,215.3
1,1989,5,2,,4,
1,1992,5,2,,4,
1,1942,1,2,,4,
2,1944,1,2,,4,
1,1958,1,1,873,4,389.8
2,1961,1,1,611,4,
2,2001,0,1,,4,
2,1953,2,2,,4,
2,1951,2,1,991,4,57.8
1,1952,1,2,875,4,287
2,1952,1,1,421,4,140.5
2,1984,5,1,521,4,190
1,1982,5,1,254,4,230
2,1946,2,1,,4,
1,1944,1,2,,4,
2,1949,1,2,,4,
1,1954,1,1,921,4,270
2,1959,1,1,,4,
1,1924,1,1,,4,
2,1933,1,1,,4,
1,1965,5,1,,4,
1,1947,1,1,611,4,
2,1949,1,1,611,4,
1,1963,1,1,852,4,708.3
2,1965,1,1,,4,
1,1993,5,1,,4,
1,1968,5,1,,4,
2,1928,2,1,,4,
1,1961,1,2,922,4,166.7
2,1961,1,2,441,4,
2,1983,5,2,,4,
2,1989,5,2,422,4,161.1
2,1966,1,1,248,4,
1,1969,1,1,248,4,
2,2005,0,1,,4,
1,2008,0,1,,4,
1,1933,1,1,,4,
2,1935,1,1,,4,
2,1923,2,1,,4,
2,1979,1,1,,5,
2,2007,0,1,,5,
1,1974,1,1,149,5,490.4
1,1977,1,2,1011,4,458.3
2,1976,1,1,259,4,
2,2004,0,1,,4,
1,2006,0,1,,4,
1,2010,0,1,,4,
1,1973,1,1,411,2,382.5
2,1973,1,1,530,2,183
1,2004,0,1,,2,
1,2006,0,1,,2,
1,2008,0,1,,2,
1,1975,1,2,411,2,507.5
2,1977,1,2,,2,
2,2001,0,2,,2,
1,2003,0,2,,2,
1,1962,1,1,237,2,530
2,1967,1,1,,2,
1,1987,5,1,,2,
1,1989,5,1,,2,
2,1997,0,1,,2,
1,1943,1,2,941,2,85
2,1950,1,2,,2,
1,1953,5,2,,2,
1,1970,1,2,237,2,446.7
2,1973,1,2,247,2,160
1,2000,0,2,,2,
1,2002,0,2,,2,
2,2010,0,2,,2,
1,1968,1,2,411,2,520
2,1970,1,2,259,2,150
1,1998,0,2,,2,
2,2004,0,2,,2,
1,1968,1,1,311,2,523.3
2,1971,1,1,254,2,120
2,2000,0,1,,2,
2,2004,0,1,,2,
1,1970,1,2,153,2,603.5
2,1972,1,2,,2,
1,1998,0,2,,2,
2,2000,0,2,,2,
1,1961,1,1,411,2,575
2,1966,1,1,951,2,141.7
1,1991,5,2,,2,
2,1994,5,1,,2,
2,1997,0,1,,2,
1,1981,5,2,431,2,263.6
1,1957,1,2,442,2,
2,1980,1,2,313,2,180
2,1982,5,2,,2,
2,1963,1,2,441,2,
1,1986,5,2,761,2,266.6
1,1949,3,2,873,2,
1,1966,1,1,312,2,352.5
2,1971,1,1,399,2,404.5
1,1996,5,1,,2,
2,1997,0,1,,2,
2,2001,0,1,,2,
1,1973,3,2,222,2,
1,2000,0,2,,2,
2,2004,0,2,,2,
1,1974,5,2,,2,
1,1944,2,2,873,2,300
1,1970,1,2,751,2,
2,1970,1,2,952,2,112
2,2001,0,2,,2,
2,2003,0,2,,2,
1,2004,0,2,,2,
2,1934,2,2,,2,
2,1936,2,1,,2,
1,1959,3,1,873,2,238.6
1,1996,5,1,,2,
2,1998,0,1,,2,
2,1941,2,1,941,2,91
2,1973,5,2,259,2,128
1,1942,1,1,,2,
2,1949,1,1,,2,
2,1967,2,1,930,2,118
1,1995,5,2,,2,
2,1997,0,1,,2,
1,1974,5,1,741,2,300
2,1947,2,1,951,2,
1,1964,1,2,930,2,242
2,1968,1,2,930,2,118
2,1991,5,2,314,2,140
2,1994,5,2,313,2,178
1,1955,1,2,710,2,233
2,1956,1,2,,2,
1,1982,5,2,862,2,233
1,1961,1,1,873,2,
2,1961,1,1,930,2,108
2,1986,5,1,235,2,204.8
2,1989,5,1,243,2,301.6
1,1991,5,1,,2,
1,1932,1,2,,2,
2,1939,1,1,,2,
2,1938,2,2,,2,
1,1956,3,2,,2,
2,1939,2,1,,2,
1,1975,5,2,521,2,150
1,1973,1,2,822,2,310
2,1974,1,2,521,2,187.5
1,2001,0,2,,2,
1,2002,0,2,,2,
1,1943,1,1,771,2,250
2,1947,1,1,941,2,80
1,1937,3,2,611,2,
2,1942,2,2,,2,
1,1939,2,2,941,2,50
1,1970,1,2,521,2,150
2,1978,1,2,441,2,
1,1996,5,2,,2,
1,1999,0,2,,2,
1,1982,1,2,521,2,150
1,1957,1,1,941,2,436.8
2,1964,1,1,864,2,130
1,1988,5,1,,2,
1,1991,1,1,510,2,200
2,1990,1,1,,2,
2,2013,0,1,,2,
1,1958,1,2,,2,
2,1966,1,2,441,2,230
1,1989,5,2,,2,
2,1991,5,2,,2,
2,1927,2,2,,2,
1,1939,2,1,,2,
1,1959,5,1,930,2,25
2,1941,2,1,,2,
1,1969,1,2,286,2,
2,1970,1,2,530,2,100
2,1998,0,2,,2,
2,2003,0,2,,2,
2,1938,2,1,530,2,
1,1939,1,2,254,2,50
2,1940,1,1,,2,
1,1976,5,2,312,2,307
2,1950,2,2,,2,
1,1952,2,1,823,2,
2,1982,1,1,252,6,291.6
1,1979,1,1,252,6,333.3
2,2010,0,1,,6,
2,2013,0,1,,6,
1,1964,1,1,153,2,207
2,1964,1,1,259,2,187
2,1991,5,1,,2,
1,1993,5,1,,2,
1,1934,4,2,,2,
2,1936,2,2,,2,
1,1939,1,2,,2,
2,1941,1,2,,2,
2,1932,2,1,,2,
1,1995,5,1,,2,
1,1962,2,1,753,2,283.3
1,1935,3,1,,2,
1,1934,1,1,,2,
2,1942,1,1,,2,
1,1961,1,2,,2,
2,1956,1,1,,2,
2,1983,5,2,,2,
1,1989,5,2,761,2,207
1,1942,1,2,,2,
2,1947,1,2,951,2,50
1,1947,1,2,,2,
2,1951,1,2,951,2,60
1,1942,1,2,,2,
2,1951,1,2,,2,
2,1980,1,2,320,2,300
2,1982,5,2,320,2,270
1,1976,1,2,312,2,583
1,2010,0,2,,2,
1,1974,1,2,312,2,270
2,1935,2,1,,2,
2,1982,1,2,,2,
2,2012,0,2,,2,
1,1934,1,1,,2,
2,1932,1,1,,2,
1,1938,1,1,,2,
2,1943,1,1,,2,
1,1960,1,2,252,2,522.6
2,1965,1,1,,2,
1,1994,5,2,,2,
2,1996,5,2,,2,
1,1952,1,2,431,2,
2,1956,1,2,,2,
1,1981,1,2,510,2,304
1,1966,1,1,133,2,333.3
2,1967,1,1,421,2,166.6
1,1997,0,2,,2,
1,2000,0,2,,2,
1,1953,1,1,942,2,126
2,1958,1,1,441,2,188
2,1981,1,2,,2,
1,1983,5,2,412,6,273
1,1979,1,2,313,2,370
2,2011,0,2,,2,
2,2014,0,2,,2,
1,1963,1,1,149,2,658
2,1965,1,1,,2,
2,1989,5,2,222,2,191.3
1,1994,5,2,,2,
1,1962,1,1,510,2,390
2,1968,1,1,,2,
1,1990,5,1,,2,
1,1994,5,1,,2,
1,1934,1,2,,2,
2,1939,1,1,,2,
1,1946,1,2,,2,
2,1948,1,1,,2,
2,1928,2,1,,2,
1,1943,1,1,942,2,100
2,1946,1,1,,2,
1,1974,1,1,510,2,357
2,1971,1,1,253,2,158
1,2000,0,1,,2,
1,1973,1,1,441,2,
2,1978,1,1,,2,
1,2004,0,1,,2,
1,2006,0,1,,2,
1,1973,1,1,274,2,
2,1978,1,1,399,2,204
2,2003,0,1,,2,
2,2006,0,1,,2,
2,1957,2,1,441,2,
1,1969,1,1,875,2,416.6
2,1976,1,1,,2,
2,2010,0,2,,2,
2,2012,0,2,,2,
2,1927,2,1,,2,
1,1941,1,2,,2,
2,1946,1,2,,2,
1,1965,1,2,873,2,220
2,1970,1,2,131,2,
1,1995,5,2,432,2,90
1,1998,0,2,,2,
1,1963,1,2,431,2,291.6
2,1967,1,2,930,2,250
2,1990,5,1,,2,
2,1958,3,1,,2,
1,1985,5,2,,2,
2,1925,2,2,,2,
1,1965,1,2,510,5,235
2,1986,1,2,,5,
1,2013,0,2,,5,
1,1942,1,1,942,2,120
2,1950,1,1,421,2,
1,1940,1,2,942,2,
2,1943,1,1,941,2,20
1,1958,1,2,442,2,
2,1962,1,1,442,2,
2,1987,5,2,951,2,208
1,1991,5,2,,2,
2,1929,2,2,,2,
1,1957,1,1,730,2,100
2,1957,1,1,442,2,163
1,1951,3,1,,7,
2,1996,1,2,,7,
1,1963,3,2,,3,
2,1968,3,2,999,2,90
1,1997,0,2,,2,
2,1939,4,1,,2,
1,1970,1,1,772,2,
2,1969,1,1,441,2,192.9
1,1995,5,1,,2,
2,1998,0,1,,2,
2,1971,3,2,521,2,151.5
2,1992,5,2,246,2,160
1,1995,5,2,930,2,100
1,1941,1,1,,2,
2,1940,1,1,,2,
2,1952,3,2,,2,
2,1944,2,1,,2,
1,1970,1,2,510,2,183
2,1972,1,2,313,2,236
1,1975,1,1,773,7,
2,1981,1,1,,7,
2,2011,0,1,,7,
2,2012,0,1,,7,
1,1966,1,2,772,2,240
2,1969,1,2,312,2,156
2,1995,5,2,521,2,33
1,1996,5,2,442,2,69
1,1999,0,2,,2,
2,1929,2,2,,2,
1,1927,2,1,,2,
2,1943,2,1,,2,
1,1930,1,2,,2,
2,1937,1,2,,2,
1,1931,1,2,,2,
2,1937,1,2,,2,
2,1964,3,2,521,2,200
2,1990,5,2,442,2,150
2,1941,3,1,,2,
1,1945,1,1,,2,
2,1939,1,1,,2,
1,1943,1,2,,2,
2,1948,1,1,,2,
2,1960,2,2,722,2,200
1,1986,5,2,510,2,150
1,1947,1,1,421,2,80
2,1951,1,1,421,2,64
1,1957,1,2,730,2,220
2,1950,1,1,,2,
2,1943,2,1,,7,
1,1960,5,2,,2,
1,1940,1,2,,2,
2,1940,1,2,,2,
1,1964,1,2,953,2,250
2,1968,1,2,999,2,100
2,1999,0,2,,2,
1,1956,1,1,412,2,198.7
2,1960,1,1,,2,
2,1987,5,1,,2,
2,1994,5,1,,2,
2,1949,2,1,441,2,60
2,1921,2,2,,2,
2,1959,1,1,611,5,
1,1954,1,1,611,5,
1,1951,1,2,,2,
2,1948,1,1,941,2,128
1,1941,2,2,,2,
2,1937,2,1,,2,
2,1992,5,2,930,2,46
1,1973,5,2,910,2,300
2,1955,2,2,930,2,257
1,1943,1,1,921,2,70
2,1948,1,1,,2,
2,1929,2,1,,2,
1,1956,1,2,873,2,302
2,1934,2,2,,2,
2,1966,1,2,442,2,86
2,1938,2,2,,2,
1,1964,3,2,773,2,150
1,1968,1,2,842,2,439
2,1977,1,1,930,2,259
1,2001,0,1,,2,
1,2002,0,1,,2,
1,1963,1,1,,2,
2,1964,1,1,952,2,88
2,1993,5,1,,2,
2,1998,0,1,,2,
1,1941,2,2,,2,
1,1991,5,2,429,2,110
2,1965,3,2,930,2,110
1,1977,1,1,224,2,
2,1976,1,1,,2,
2,2002,0,1,,2,
2,2005,0,1,,2,
1,2007,0,1,,2,
1,1964,1,2,751,2,443
2,1968,1,1,,2,
2,1994,5,1,,2,
1,1995,5,1,,2,
1,1943,1,1,,2,
2,1946,1,1,,2,
2,1951,3,1,,2,
1,1943,1,2,942,2,139
2,1946,1,2,,2,
1,1971,1,2,312,2,750
1,1975,1,1,312,2,400
2,1975,1,1,313,2,125
1,2008,0,1,,2,
2,1974,1,1,,2,
2,2010,0,1,,2,
1,1936,1,1,,2,
2,1936,1,1,,2,
1,1949,1,2,,2,
2,1952,1,2,,2,
1,1977,1,2,753,1,233
2,1981,1,2,259,1,317
2,2011,0,2,,1,
2,2014,0,2,,1,
1,1939,1,1,,2,
2,1943,1,1,,2,
2,1972,3,2,510,2,297
1,2008,0,2,,2,
2,1929,2,1,,2,
1,1949,1,2,,2,
2,1950,1,2,,2,
1,1976,5,2,,2,
1,1939,1,1,,2,
2,1943,1,1,,2,
2,1939,2,1,,2,
1,1960,1,1,151,2,
2,1963,1,1,930,2,158.4
2,1989,5,1,246,2,151.1
2,1991,5,1,246,2,190.3
2,1937,2,1,930,2,100
2,1958,1,1,,2,
1,1956,1,1,,2,
1,1983,5,2,874,2,203
1,1985,5,2,930,2,256
1,1971,1,2,312,2,858.3
2,1977,1,2,,2,
2,2002,0,2,,2,
2,2009,0,2,,2,
1,1940,1,1,,2,
2,1945,1,1,,2,
1,2009,0,1,,2,
1,1969,1,2,141,2,
2,1972,1,2,,2,
2,1999,0,2,,2,
2,2002,0,2,,2,
1,1961,1,1,780,2,258
2,1968,1,1,399,2,183
2,1996,5,1,,2,
1,1960,1,1,120,2,
2,1965,1,1,259,2,
1,1991,5,1,,2,
2,1994,5,1,,2,
1,1967,1,1,521,2,
2,1968,1,1,521,2,
2,1998,0,1,,2,
1,2001,0,1,,2,
1,1936,1,2,,2,
2,1935,2,2,,2,
1,1954,1,2,320,2,100
2,1957,1,2,999,2,107
1,1987,5,2,761,2,220
2,1991,5,2,,2,
2,1942,2,1,,2,
1,1966,1,2,741,2,371
2,1972,1,2,,2,
2,2001,0,2,,2,
1,2004,0,2,,2,
1,2005,0,2,,2,
1,1944,1,1,910,5,
2,1947,1,1,,5,
1,1947,1,2,,2,
2,1953,1,2,,2,
2,1984,5,2,,2,
1,1961,1,2,721,2,229.2
2,1966,1,1,,2,
2,1993,5,1,,2,
1,1977,5,2,892,2,191.7
1,1959,1,1,841,2,398
2,1966,1,1,429,2,133.5
2,1995,5,1,521,2,147
1,1996,5,1,,2,
1,1938,1,1,,2,
2,1937,1,1,,2,
1,1989,5,2,,2,
1,1974,1,2,751,2,345.8
2,1969,1,2,,2,
1,1994,5,2,,2,
2,2005,0,2,,2,
1,1934,1,2,,2,
2,1936,1,2,,2,
2,1972,1,2,510,2,160
2,1999,0,2,,2,
1,1966,1,2,842,2,352
1,1967,1,2,530,2,
2,1976,1,2,721,2,
1,2002,0,2,,2,
1,2005,0,2,,2,
1,1971,1,1,312,2,480.3
2,1972,1,1,,2,
2,1999,0,1,,2,
1,2002,0,1,,2,
1,1972,1,1,234,2,358.8
2,1978,1,1,,2,
2,2006,0,1,,2,
1,2009,0,1,,2,
1,1961,1,1,762,2,291.5
2,1962,1,1,254,2,
1,2000,0,1,,2,
1,1970,1,1,510,2,422
2,1973,1,1,530,2,160
1,2002,0,1,,2,
1,2005,0,1,,2,
2,2012,0,1,,2,
1,1977,1,2,753,2,500
2,1980,1,1,441,2,50
1,2006,0,2,,2,
2,2011,0,2,,2,
1,1971,1,2,741,2,654
2,1975,1,1,313,2,130
2,1996,5,2,,2,
1,2000,0,2,,2,
1,1975,1,2,854,2,348.7
2,1977,1,2,259,2,145
1,2001,0,2,,2,
1,2003,0,2,,2,
1,2009,0,2,,2,
1,2013,0,2,,2,
2,1939,2,2,611,2,
1,1978,5,2,930,2,255.3
1,1942,1,1,,2,
2,1949,1,1,,2,
1,2001,0,1,,2,
2,1975,3,1,,2,
1,1955,1,2,941,2,189.2
2,1964,1,2,441,2,148.8
2,1950,2,1,951,2,110
1,1974,1,2,799,2,330
2,1975,1,2,441,2,200
1,1998,0,2,,2,
1,2001,0,2,,2,
2,1952,2,2,,2,
2,1967,3,1,,2,
2,1994,5,2,,2,
2,1944,2,2,,2,
1,1936,2,1,,2,
1,1973,5,2,741,2,297
2,1957,4,1,399,2,298.6
2,1982,1,1,211,1,283.3
1,1976,1,1,241,1,460
2,2013,0,1,,1,
1,1968,1,2,761,2,248.4
2,1964,1,2,999,2,200.5
2,1999,0,2,,2,
2,1960,3,2,,2,
1,1984,5,2,391,2,150
2,1938,3,1,,2,
1,1992,5,2,442,2,175
2,1937,2,1,,2,
2,1995,5,1,,2,
1,1967,3,1,289,2,230
2,1977,4,2,,2,
1,2002,0,2,,2,
1,2003,0,2,,2,
1,2003,0,2,,2,
1,1944,1,2,,2,
2,1951,1,2,,2,
2,1937,2,1,,5,
2,1965,5,2,,2,
1,1939,1,2,,2,
2,1937,1,2,,2,
1,1976,1,1,239,2,350
2,1977,1,1,,2,
2,2004,0,1,,2,
2,2006,0,1,,2,
1,2011,0,1,,2,
1,1981,1,1,274,2,301.6
2,1979,1,1,,2,
1,2003,0,1,,2,
2,1956,2,1,441,2,112
1,1946,2,2,,2,
1,1976,1,2,312,2,336.7
2,1979,1,1,,2,
1,2012,0,2,,2,
1,2014,0,2,,2,
2,1928,2,1,,2,
2,1943,2,1,,2,
2,1958,2,1,,2,
1,1988,5,1,521,2,160
2,1950,2,1,521,2,
1,1935,1,2,,2,
2,1940,1,2,,2,
1,1998,0,1,,2,
1,1968,1,1,930,2,200
2,1968,1,1,246,2,150
1,1958,1,2,743,2,
2,1961,1,2,421,2,56
1,1998,0,2,,2,
1,1970,1,2,510,2,522
2,1979,1,2,,2,
1,2002,0,2,,2,
2,2005,0,2,,2,
1,1941,1,1,942,2,124
2,1939,1,1,,2,
1,1945,1,1,,2,
2,1945,1,1,,2,
1,1939,2,1,,7,
2,1936,2,1,,7,
2,1934,2,2,,2,
1,1944,1,2,152,2,
2,1945,1,2,,2,
2,1959,3,1,941,2,87
2,1993,5,1,442,2,80
2,1955,3,1,,2,
1,1989,5,2,930,2,182.3
1,1932,1,1,,2,
2,1941,1,1,,2,
2,1973,5,1,,2,
2,1939,3,1,,2,
1,1962,1,2,,2,
2,1962,1,2,399,2,275
2,1991,5,2,,2,
2,2003,0,2,,2,
1,1976,5,2,882,2,212
1,1940,1,2,,2,
2,1948,1,2,,2,
1,1976,1,2,875,2,392.5
2,1975,1,1,,2,
1,2006,0,1,,2,
2,2008,0,1,,2,
1,1967,3,2,873,2,
2,2001,0,2,,2,
1,1958,1,2,,2,
2,1961,1,2,314,2,80
1,1988,5,2,312,2,160
2,1991,5,2,243,2,192
1,1974,3,2,313,2,300
2,1977,3,2,320,1,100
1,1997,0,2,,2,
2,1999,0,2,,2,
2,1938,2,1,,2,
1,1954,1,1,,2,
2,1958,1,2,951,2,
1,1985,5,2,922,2,125
1,1961,1,1,,2,
2,1964,1,1,,2,
1,1999,0,1,,2,
1,2002,0,1,,2,
1,1954,1,1,761,2,
2,1963,1,1,247,2,150
1,1990,5,1,953,2,160
1,1976,1,1,221,2,500
2,1980,1,1,,2,
1,2007,0,1,,2,
1,2010,0,1,,2,
2,1959,4,2,441,2,170
2,1991,5,2,246,2,90
1,1961,1,2,873,2,458.3
2,1967,1,2,952,2,208.3
2,1991,5,2,392,2,45
1,1993,5,2,,2,
1,1997,0,2,,2,
1,1947,1,2,611,6,
2,1949,1,2,611,6,
2,1978,1,1,314,2,92
1,1977,1,1,312,2,250
2,2008,0,1,,2,
1,1961,3,2,510,2,205
1,1996,5,2,,2,
1,1998,0,2,,2,
2,1940,2,2,,2,
2,1970,3,1,313,2,180
1,1994,5,1,,2,
1,1997,0,1,,2,
1,1978,1,1,874,2,327.9
2,1980,1,1,,2,
2,2006,0,1,,2,
2,2011,0,1,,2,
2,1947,1,2,611,6,
1,1949,1,2,611,6,
2,1948,2,2,952,2,
1,1968,1,1,521,2,
2,1969,1,1,510,2,200
1,1994,5,1,,2,
2,1999,0,1,,2,
1,1930,1,2,,2,
2,1944,1,2,,2,
1,1975,1,2,751,2,330.4
2,1981,1,2,,2,
1,2005,0,2,,2,
1,2007,0,2,,2,
1,1972,1,2,873,2,470
2,1975,1,2,313,2,143
2,2004,0,2,,2,
2,2006,0,2,,2,
2,1957,2,1,,2,
1,1985,5,2,432,2,218
1,1974,1,2,141,2,500
2,1976,1,2,,2,
1,2004,0,1,,2,
1,2008,0,1,,2,
1,1966,1,1,,2,
2,1966,1,1,254,2,
2,1993,5,1,,2,
1,1999,0,1,,2,
2,2001,0,1,,2,
1,1960,1,2,941,2,
2,1968,1,1,941,2,
2,1995,5,1,,2,
1,1998,0,2,,2,
2,1934,2,1,611,2,
1,1961,1,1,,2,
2,1960,1,1,930,2,181
2,1995,5,1,314,2,22
2,1996,5,1,,2,
1,1968,5,1,611,2,
1,1974,1,1,274,2,150
2,1982,1,1,429,2,
2,2003,0,2,,2,
1,2004,0,2,,2,
1,1965,1,1,252,2,587.1
2,1966,1,1,421,2,94
2,1991,5,2,442,2,96
